"MYCOMBO,C,80","ET_Count,N,10,0","FIRST_MyHe,C,80","FIRST_ICES,C,80","FIRST_Sear,C,80","FIRST_MyNS,C,80","FIRST_MyDi,C,80","FIRST_MyD1,C,80","FIRST_MyCo,C,80","MyCalcArea,N,19,11","HSName,C,10"
23D7_WH,2,W,23D7,23D7-1,EW,WH,NH,23D7_WH,2104.09462505,23D7W
23D8_EH,2,W,23D8,23D8-2,EW,EH,NH,23D8_EH,2104.09440555,23D8E
23D8_WH,2,W,23D8,23D8-1,EW,WH,NH,23D8_WH,2104.09448178,23D8W
23D9_EH,2,W,23D9,23D9-2,EW,EH,NH,23D9_EH,2104.09424393,23D9E
23D9_WH,2,W,23D9,23D9-1,EW,WH,NH,23D9_WH,2104.09432627,23D9W
23E0_EH,2,W,23E0,23E0-2,EW,EH,NH,23E0_EH,2104.09407014,23E0E
23E0_WH,2,W,23E0,23E0-1,EW,WH,NH,23E0_WH,2104.09415855,23E0W
23E1_EH,2,W,23E1,23E1-2,EW,EH,NH,23E1_EH,2104.09388423,23E1E
23E1_WH,2,W,23E1,23E1-1,EW,WH,NH,23E1_WH,2104.0939787,23E1W
23E2_EH,2,W,23E2,23E2-2,EW,EH,NH,23E2_EH,2104.09368626,23E2E
23E2_WH,2,W,23E2,23E2-1,EW,WH,NH,23E2_WH,2104.09378675,23E2W
23E3_EH,2,W,23E3,23E3-2,EW,EH,NH,23E3_EH,2104.09347629,23E3E
23E3_WH,2,W,23E3,23E3-1,EW,WH,NH,23E3_WH,2104.09358277,23E3W
23E4_EH,2,W,23E4,23E4-2,EW,EH,NH,23E4_EH,2104.07892854,23E4E
23E4_WH,2,W,23E4,23E4-1,EW,WH,NH,23E4_WH,2108.20856441,23E4W
23E5_EH,2,W,23E5,23E5-2,EW,EH,NH,23E5_EH,2104.08094484,23E5E
23E5_WH,2,W,23E5,23E5-1,EW,WH,NH,23E5_WH,2104.07894515,23E5W
23E6_EH,2,W,23E6,23E6-2,EW,EH,NH,23E6_EH,2010.77934643,23E6E
23E6_WH,2,W,23E6,23E6-1,EW,WH,NH,23E6_WH,2104.08522318,23E6W
23E7_EH,2,W,23E7,23E7-2,EW,EH,NH,23E7_EH,899.15543736,23E7E
23E7_WH,2,W,23E7,23E7-1,EW,WH,NH,23E7_WH,2072.11079286,23E7W
23E8_WH,2,W,23E8,23E8-1,EW,WH,NH,23E8_WH,2.42370018064,23E8W
24C1_EH,2,W,24C1,24C1-2,EW,EH,NH,24C1_EH,2084.3986782,24C1E
24C2_EH,2,W,24C2,24C2-2,EW,EH,NH,24C2_EH,2084.39872702,24C2E
24C2_WH,2,W,24C2,24C2-1,EW,WH,NH,24C2_WH,2084.39870414,24C2W
24C3_EH,2,W,24C3,24C3-2,EW,EH,NH,24C3_EH,2084.39876358,24C3E
24C3_WH,2,W,24C3,24C3-1,EW,WH,NH,24C3_WH,2084.39874683,24C3W
24C4_EH,2,W,24C4,24C4-2,EW,EH,NH,24C4_EH,2084.39878786,24C4E
24C4_WH,2,W,24C4,24C4-1,EW,WH,NH,24C4_WH,2084.39877725,24C4W
24C5_EH,2,W,24C5,24C5-2,EW,EH,NH,24C5_EH,2084.39879987,24C5E
24C5_WH,2,W,24C5,24C5-1,EW,WH,NH,24C5_WH,2084.3987954,24C5W
24C6_EH,2,W,24C6,24C6-2,EW,EH,NH,24C6_EH,2084.3987996,24C6E
24C6_WH,2,W,24C6,24C6-1,EW,WH,NH,24C6_WH,2084.39880127,24C6W
24C7_EH,2,W,24C7,24C7-2,EW,EH,NH,24C7_EH,2084.39878704,24C7E
24C7_WH,2,W,24C7,24C7-1,EW,WH,NH,24C7_WH,2084.39879485,24C7W
24C8_EH,2,W,24C8,24C8-2,EW,EH,NH,24C8_EH,2084.3987622,24C8E
24C8_WH,2,W,24C8,24C8-1,EW,WH,NH,24C8_WH,2084.39877616,24C8W
24C9_EH,2,W,24C9,24C9-2,EW,EH,NH,24C9_EH,2084.3987251,24C9E
24C9_WH,2,W,24C9,24C9-1,EW,WH,NH,24C9_WH,2084.39874518,24C9W
24D0_EH,2,W,24D0,24D0-2,EW,EH,NH,24D0_EH,2084.39867573,24D0E
24D0_WH,2,W,24D0,24D0-1,EW,WH,NH,24D0_WH,2084.39870195,24D0W
24D1_EH,2,W,24D1,24D1-2,EW,EH,NH,24D1_EH,2084.39861412,24D1E
24D1_WH,2,W,24D1,24D1-1,EW,WH,NH,24D1_WH,2084.39864646,24D1W
24D2_EH,2,W,24D2,24D2-2,EW,EH,NH,24D2_EH,2084.39854029,24D2E
24D2_WH,2,W,24D2,24D2-1,EW,WH,NH,24D2_WH,2084.39857873,24D2W
24D3_EH,2,W,24D3,24D3-2,EW,EH,NH,24D3_EH,2084.39845425,24D3E
24D3_WH,2,W,24D3,24D3-1,EW,WH,NH,24D3_WH,2084.39849879,24D3W
24D4_EH,2,W,24D4,24D4-2,EW,EH,NH,24D4_EH,2084.39835603,24D4E
24D4_WH,2,W,24D4,24D4-1,EW,WH,NH,24D4_WH,2084.39840666,24D4W
24D5_EH,2,W,24D5,24D5-2,EW,EH,NH,24D5_EH,2084.39824566,24D5E
24D5_WH,2,W,24D5,24D5-1,EW,WH,NH,24D5_WH,2084.39830236,24D5W
24D6_EH,2,W,24D6,24D6-2,EW,EH,NH,24D6_EH,2084.39812319,24D6E
24D6_WH,2,W,24D6,24D6-1,EW,WH,NH,24D6_WH,2084.39818594,24D6W
24D7_EH,2,W,24D7,24D7-2,EW,EH,NH,24D7_EH,2084.39798863,24D7E
24D7_WH,2,W,24D7,24D7-1,EW,WH,NH,24D7_WH,2084.39805742,24D7W
24D8_EH,2,W,24D8,24D8-2,EW,EH,NH,24D8_EH,2084.39784204,24D8E
24D8_WH,2,W,24D8,24D8-1,EW,WH,NH,24D8_WH,2084.39791684,24D8W
24D9_EH,2,W,24D9,24D9-2,EW,EH,NH,24D9_EH,2084.39768346,24D9E
24D9_WH,2,W,24D9,24D9-1,EW,WH,NH,24D9_WH,2084.39776425,24D9W
24E0_EH,2,W,24E0,24E0-2,EW,EH,NH,24E0_EH,2084.39751294,24E0E
24E0_WH,2,W,24E0,24E0-1,EW,WH,NH,24E0_WH,2084.39759969,24E0W
24E1_EH,2,W,24E1,24E1-2,EW,EH,NH,24E1_EH,2084.39733053,24E1E
24E1_WH,2,W,24E1,24E1-1,EW,WH,NH,24E1_WH,2084.39742322,24E1W
24E2_EH,2,W,24E2,24E2-2,EW,EH,NH,24E2_EH,2084.39713628,24E2E
24E2_WH,2,W,24E2,24E2-1,EW,WH,NH,24E2_WH,2084.39723488,24E2W
24E3_EH,2,W,24E3,24E3-2,EW,EH,NH,24E3_EH,2084.39693026,24E3E
24E3_WH,2,W,24E3,24E3-1,EW,WH,NH,24E3_WH,2084.39703474,24E3W
24E4_EH,2,W,24E4,24E4-2,EW,EH,NH,24E4_EH,2084.36685617,24E4E
24E4_WH,2,W,24E4,24E4-1,EW,WH,NH,24E4_WH,2088.52065159,24E4W
24E5_EH,2,W,24E5,24E5-2,EW,EH,NH,24E5_EH,1515.53447256,24E5E
24E5_WH,2,W,24E5,24E5-1,EW,WH,NH,24E5_WH,2084.37020902,24E5W
24E6_EH,2,W,24E6,24E6-2,EW,EH,NH,24E6_EH,625.366424532,24E6E
24E6_WH,2,W,24E6,24E6-1,EW,WH,NH,24E6_WH,1253.9523941,24E6W
24E7_WH,2,W,24E7,24E7-1,EW,WH,NH,24E7_WH,211.626624696,24E7W
25C1_EH,2,W,25C1,25C1-2,EW,EH,NH,25C1_EH,2064.53826297,25C1E
25C2_EH,2,W,25C2,25C2-2,EW,EH,NH,25C2_EH,2064.53831086,25C2E
25C2_WH,2,W,25C2,25C2-1,EW,WH,NH,25C2_WH,2064.53828842,25C2W
25C3_EH,2,W,25C3,25C3-2,EW,EH,NH,25C3_EH,2064.53834671,25C3E
25C3_WH,2,W,25C3,25C3-1,EW,WH,NH,25C3_WH,2064.53833029,25C3W
25C4_EH,2,W,25C4,25C4-2,EW,EH,NH,25C4_EH,2064.53837054,25C4E
25C4_WH,2,W,25C4,25C4-1,EW,WH,NH,25C4_WH,2064.53836013,25C4W
25C5_EH,2,W,25C5,25C5-2,EW,EH,NH,25C5_EH,2064.53838231,25C5E
25C5_WH,2,W,25C5,25C5-1,EW,WH,NH,25C5_WH,2064.53837793,25C5W
25C6_EH,2,W,25C6,25C6-2,EW,EH,NH,25C6_EH,2064.53838205,25C6E
25C6_WH,2,W,25C6,25C6-1,EW,WH,NH,25C6_WH,2064.53838369,25C6W
25C7_EH,2,W,25C7,25C7-2,EW,EH,NH,25C7_EH,2064.53836973,25C7E
25C7_WH,2,W,25C7,25C7-1,EW,WH,NH,25C7_WH,2064.53837739,25C7W
25C8_EH,2,W,25C8,25C8-2,EW,EH,NH,25C8_EH,2064.53834537,25C8E
25C8_WH,2,W,25C8,25C8-1,EW,WH,NH,25C8_WH,2064.53835905,25C8W
25C9_EH,2,W,25C9,25C9-2,EW,EH,NH,25C9_EH,2064.53830897,25C9E
25C9_WH,2,W,25C9,25C9-1,EW,WH,NH,25C9_WH,2064.53832867,25C9W
25D0_EH,2,W,25D0,25D0-2,EW,EH,NH,25D0_EH,2064.53826055,25D0E
25D0_WH,2,W,25D0,25D0-1,EW,WH,NH,25D0_WH,2064.53828626,25D0W
25D1_EH,2,W,25D1,25D1-2,EW,EH,NH,25D1_EH,2064.53820012,25D1E
25D1_WH,2,W,25D1,25D1-1,EW,WH,NH,25D1_WH,2064.53823184,25D1W
25D2_EH,2,W,25D2,25D2-2,EW,EH,NH,25D2_EH,2064.5381277,25D2E
25D2_WH,2,W,25D2,25D2-1,EW,WH,NH,25D2_WH,2064.53816541,25D2W
25D3_EH,2,W,25D3,25D3-2,EW,EH,NH,25D3_EH,2064.5380433,25D3E
25D3_WH,2,W,25D3,25D3-1,EW,WH,NH,25D3_WH,2064.53808699,25D3W
25D4_EH,2,W,25D4,25D4-2,EW,EH,NH,25D4_EH,2064.53794697,25D4E
25D4_WH,2,W,25D4,25D4-1,EW,WH,NH,25D4_WH,2064.53799663,25D4W
25D5_EH,2,W,25D5,25D5-2,EW,EH,NH,25D5_EH,2064.53783871,25D5E
25D5_WH,2,W,25D5,25D5-1,EW,WH,NH,25D5_WH,2064.53789433,25D5W
25D6_EH,2,W,25D6,25D6-2,EW,EH,NH,25D6_EH,2064.53771858,25D6E
25D6_WH,2,W,25D6,25D6-1,EW,WH,NH,25D6_WH,2064.53778013,25D6W
25D7_EH,2,W,25D7,25D7-2,EW,EH,NH,25D7_EH,2064.5375866,25D7E
25D7_WH,2,W,25D7,25D7-1,EW,WH,NH,25D7_WH,2064.53765407,25D7W
25D8_EH,2,W,25D8,25D8-2,EW,EH,NH,25D8_EH,2064.53744282,25D8E
25D8_WH,2,W,25D8,25D8-1,EW,WH,NH,25D8_WH,2064.53751618,25D8W
25D9_EH,2,W,25D9,25D9-2,EW,EH,NH,25D9_EH,2064.53728727,25D9E
25D9_WH,2,W,25D9,25D9-1,EW,WH,NH,25D9_WH,2064.53736651,25D9W
25E0_EH,2,W,25E0,25E0-2,EW,EH,NH,25E0_EH,2064.53712001,25E0E
25E0_WH,2,W,25E0,25E0-1,EW,WH,NH,25E0_WH,2064.5372051,25E0W
25E1_EH,2,W,25E1,25E1-2,EW,EH,NH,25E1_EH,2064.53694109,25E1E
25E1_WH,2,W,25E1,25E1-1,EW,WH,NH,25E1_WH,2064.53703201,25E1W
25E2_EH,2,W,25E2,25E2-2,EW,EH,NH,25E2_EH,2064.53675056,25E2E
25E2_WH,2,W,25E2,25E2-1,EW,WH,NH,25E2_WH,2064.53684727,25E2W
25E3_EH,2,W,25E3,25E3-2,EW,EH,NH,25E3_EH,2064.53654848,25E3E
25E3_WH,2,W,25E3,25E3-1,EW,WH,NH,25E3_WH,2064.53665096,25E3W
25E4_EH,2,W,25E4,25E4-2,EW,EH,NH,25E4_EH,2049.30716881,25E4E
25E4_WH,2,W,25E4,25E4-1,EW,WH,NH,25E4_WH,2068.6819027,25E4W
25E5_EH,2,W,25E5,25E5-2,EW,EH,NH,25E5_EH,331.389643941,25E5E
25E5_WH,2,W,25E5,25E5-1,EW,WH,NH,25E5_WH,1541.84227689,25E5W
25E7_WH,2,W,25E7,25E7-1,EW,WH,NH,25E7_WH,0.0416981303303,25E7W
26C1_EH,2,W,26C1,26C1-2,EW,EH,NH,26C1_EH,2044.51542326,26C1E
26C2_EH,2,W,26C2,26C2-2,EW,EH,NH,26C2_EH,2044.51547022,26C2E
26C2_WH,2,W,26C2,26C2-1,EW,WH,NH,26C2_WH,2044.51544821,26C2W
26C3_EH,2,W,26C3,26C3-2,EW,EH,NH,26C3_EH,2044.51550538,26C3E
26C3_WH,2,W,26C3,26C3-1,EW,WH,NH,26C3_WH,2044.51548927,26C3W
26C4_EH,2,W,26C4,26C4-2,EW,EH,NH,26C4_EH,2044.51552873,26C4E
26C4_WH,2,W,26C4,26C4-1,EW,WH,NH,26C4_WH,2044.51551853,26C4W
26C5_EH,2,W,26C5,26C5-2,EW,EH,NH,26C5_EH,2044.51554028,26C5E
26C5_WH,2,W,26C5,26C5-1,EW,WH,NH,26C5_WH,2044.51553598,26C5W
26C6_EH,2,W,26C6,26C6-2,EW,EH,NH,26C6_EH,2044.51554002,26C6E
26C6_WH,2,W,26C6,26C6-1,EW,WH,NH,26C6_WH,2044.51554163,26C6W
26C7_EH,2,W,26C7,26C7-2,EW,EH,NH,26C7_EH,2044.51552794,26C7E
26C7_WH,2,W,26C7,26C7-1,EW,WH,NH,26C7_WH,2044.51553546,26C7W
26C8_EH,2,W,26C8,26C8-2,EW,EH,NH,26C8_EH,2044.51550406,26C8E
26C8_WH,2,W,26C8,26C8-1,EW,WH,NH,26C8_WH,2044.51551747,26C8W
26C9_EH,2,W,26C9,26C9-2,EW,EH,NH,26C9_EH,2044.51546837,26C9E
26C9_WH,2,W,26C9,26C9-1,EW,WH,NH,26C9_WH,2044.51548769,26C9W
26D0_EH,2,W,26D0,26D0-2,EW,EH,NH,26D0_EH,2044.51542089,26D0E
26D0_WH,2,W,26D0,26D0-1,EW,WH,NH,26D0_WH,2044.5154461,26D0W
26D1_EH,2,W,26D1,26D1-2,EW,EH,NH,26D1_EH,2044.51536164,26D1E
26D1_WH,2,W,26D1,26D1-1,EW,WH,NH,26D1_WH,2044.51539273,26D1W
26D2_EH,2,W,26D2,26D2-2,EW,EH,NH,26D2_EH,2044.51529062,26D2E
26D2_WH,2,W,26D2,26D2-1,EW,WH,NH,26D2_WH,2044.5153276,26D2W
26D3_EH,2,W,26D3,26D3-2,EW,EH,NH,26D3_EH,2044.51520787,26D3E
26D3_WH,2,W,26D3,26D3-1,EW,WH,NH,26D3_WH,2044.51525071,26D3W
26D4_EH,2,W,26D4,26D4-2,EW,EH,NH,26D4_EH,2044.51511341,26D4E
26D4_WH,2,W,26D4,26D4-1,EW,WH,NH,26D4_WH,2044.5151621,26D4W
26D5_EH,2,W,26D5,26D5-2,EW,EH,NH,26D5_EH,2044.51500727,26D5E
26D5_WH,2,W,26D5,26D5-1,EW,WH,NH,26D5_WH,2044.5150618,26D5W
26D6_EH,2,W,26D6,26D6-2,EW,EH,NH,26D6_EH,2044.51488947,26D6E
26D6_WH,2,W,26D6,26D6-1,EW,WH,NH,26D6_WH,2044.51494983,26D6W
26D7_EH,2,W,26D7,26D7-2,EW,EH,NH,26D7_EH,2044.51476007,26D7E
26D7_WH,2,W,26D7,26D7-1,EW,WH,NH,26D7_WH,2044.51482622,26D7W
26D8_EH,2,W,26D8,26D8-2,EW,EH,NH,26D8_EH,2044.51461908,26D8E
26D8_WH,2,W,26D8,26D8-1,EW,WH,NH,26D8_WH,2044.51469102,26D8W
26D9_EH,2,W,26D9,26D9-2,EW,EH,NH,26D9_EH,2044.51446657,26D9E
26D9_WH,2,W,26D9,26D9-1,EW,WH,NH,26D9_WH,2044.51454426,26D9W
26E0_EH,2,W,26E0,26E0-2,EW,EH,NH,26E0_EH,2044.51430256,26E0E
26E0_WH,2,W,26E0,26E0-1,EW,WH,NH,26E0_WH,2044.514386,26E0W
26E1_EH,2,W,26E1,26E1-2,EW,EH,NH,26E1_EH,2044.51412713,26E1E
26E1_WH,2,W,26E1,26E1-1,EW,WH,NH,26E1_WH,2044.51421627,26E1W
26E2_EH,2,W,26E2,26E2-2,EW,EH,NH,26E2_EH,2044.51394031,26E2E
26E2_WH,2,W,26E2,26E2-1,EW,WH,NH,26E2_WH,2044.51403514,26E2W
26E3_EH,2,W,26E3,26E3-2,EW,EH,NH,26E3_EH,2044.51374216,26E3E
26E3_WH,2,W,26E3,26E3-1,EW,WH,NH,26E3_WH,2044.51384265,26E3W
26E4_EH,2,W,26E4,26E4-2,EW,EH,NH,26E4_EH,2044.45025263,26E4E
26E4_WH,2,W,26E4,26E4-1,EW,WH,NH,26E4_WH,2048.68697693,26E4W
26E5_EH,2,W,26E5,26E5-2,EW,EH,NH,26E5_EH,1331.68264208,26E5E
26E5_WH,2,W,26E5,26E5-1,EW,WH,NH,26E5_WH,1851.36460866,26E5W
26E6_EH,2,W,26E6,26E6-2,EW,EH,NH,26E6_EH,672.903057776,26E6E
26E6_WH,2,W,26E6,26E6-1,EW,WH,NH,26E6_WH,1189.20720978,26E6W
26E7_EH,2,W,26E7,26E7-2,EW,EH,NH,26E7_EH,1485.55258514,26E7E
26E7_WH,2,W,26E7,26E7-1,EW,WH,NH,26E7_WH,1571.74099146,26E7W
26E8_EH,2,W,26E8,26E8-2,EW,EH,NH,26E8_EH,31.1563564504,26E8E
26E8_WH,2,W,26E8,26E8-1,EW,WH,NH,26E8_WH,1300.20232378,26E8W
27C1_EH,2,W,27C1,27C1-2,EW,EH,NH,27C1_EH,2024.33158622,27C1E
27C2_EH,2,W,27C2,27C2-2,EW,EH,NH,27C2_EH,2024.33163224,27C2E
27C2_WH,2,W,27C2,27C2-1,EW,WH,NH,27C2_WH,2024.33161067,27C2W
27C3_EH,2,W,27C3,27C3-2,EW,EH,NH,27C3_EH,2024.3316667,27C3E
27C3_WH,2,W,27C3,27C3-1,EW,WH,NH,27C3_WH,2024.33165091,27C3W
27C4_EH,2,W,27C4,27C4-2,EW,EH,NH,27C4_EH,2024.3316896,27C4E
27C4_WH,2,W,27C4,27C4-1,EW,WH,NH,27C4_WH,2024.3316796,27C4W
27C5_EH,2,W,27C5,27C5-2,EW,EH,NH,27C5_EH,2024.33170092,27C5E
27C5_WH,2,W,27C5,27C5-1,EW,WH,NH,27C5_WH,2024.3316967,27C5W
27C6_EH,2,W,27C6,27C6-2,EW,EH,NH,27C6_EH,2024.33170066,27C6E
27C6_WH,2,W,27C6,27C6-1,EW,WH,NH,27C6_WH,2024.33170223,27C6W
27C7_EH,2,W,27C7,27C7-2,EW,EH,NH,27C7_EH,2024.33168882,27C7E
27C7_WH,2,W,27C7,27C7-1,EW,WH,NH,27C7_WH,2024.33169619,27C7W
27C8_EH,2,W,27C8,27C8-2,EW,EH,NH,27C8_EH,2024.33166541,27C8E
27C8_WH,2,W,27C8,27C8-1,EW,WH,NH,27C8_WH,2024.33167856,27C8W
27C9_EH,2,W,27C9,27C9-2,EW,EH,NH,27C9_EH,2024.33163043,27C9E
27C9_WH,2,W,27C9,27C9-1,EW,WH,NH,27C9_WH,2024.33164936,27C9W
27D0_EH,2,W,27D0,27D0-2,EW,EH,NH,27D0_EH,2024.33158389,27D0E
27D0_WH,2,W,27D0,27D0-1,EW,WH,NH,27D0_WH,2024.3316086,27D0W
27D1_EH,2,W,27D1,27D1-2,EW,EH,NH,27D1_EH,2024.33152581,27D1E
27D1_WH,2,W,27D1,27D1-1,EW,WH,NH,27D1_WH,2024.33155629,27D1W
27D2_EH,2,W,27D2,27D2-2,EW,EH,NH,27D2_EH,2024.3314562,27D2E
27D2_WH,2,W,27D2,27D2-1,EW,WH,NH,27D2_WH,2024.33149245,27D2W
27D3_EH,2,W,27D3,27D3-2,EW,EH,NH,27D3_EH,2024.33137509,27D3E
27D3_WH,2,W,27D3,27D3-1,EW,WH,NH,27D3_WH,2024.33141709,27D3W
27D4_EH,2,W,27D4,27D4-2,EW,EH,NH,27D4_EH,2024.33128251,27D4E
27D4_WH,2,W,27D4,27D4-1,EW,WH,NH,27D4_WH,2024.33133023,27D4W
27D5_EH,2,W,27D5,27D5-2,EW,EH,NH,27D5_EH,2024.33117847,27D5E
27D5_WH,2,W,27D5,27D5-1,EW,WH,NH,27D5_WH,2024.33123191,27D5W
27D6_EH,2,W,27D6,27D6-2,EW,EH,NH,27D6_EH,2024.33106301,27D6E
27D6_WH,2,W,27D6,27D6-1,EW,WH,NH,27D6_WH,2024.33112216,27D6W
27D7_EH,2,W,27D7,27D7-2,EW,EH,NH,27D7_EH,2024.33093616,27D7E
27D7_WH,2,W,27D7,27D7-1,EW,WH,NH,27D7_WH,2024.331001,27D7W
27D8_EH,2,W,27D8,27D8-2,EW,EH,NH,27D8_EH,2024.33079797,27D8E
27D8_WH,2,W,27D8,27D8-1,EW,WH,NH,27D8_WH,2024.33086848,27D8W
27D9_EH,2,W,27D9,27D9-2,EW,EH,NH,27D9_EH,2024.33064848,27D9E
27D9_WH,2,W,27D9,27D9-1,EW,WH,NH,27D9_WH,2024.33072464,27D9W
27E0_EH,2,W,27E0,27E0-2,EW,EH,NH,27E0_EH,2024.33048773,27E0E
27E0_WH,2,W,27E0,27E0-1,EW,WH,NH,27E0_WH,2024.33056951,27E0W
27E1_EH,2,W,27E1,27E1-2,EW,EH,NH,27E1_EH,2024.33031577,27E1E
27E1_WH,2,W,27E1,27E1-1,EW,WH,NH,27E1_WH,2024.33040315,27E1W
27E2_EH,2,W,27E2,27E2-2,EW,EH,NH,27E2_EH,2024.33013265,27E2E
27E2_WH,2,W,27E2,27E2-1,EW,WH,NH,27E2_WH,2024.3302256,27E2W
27E3_EH,2,W,27E3,27E3-2,EW,EH,NH,27E3_EH,2024.32993843,27E3E
27E3_WH,2,W,27E3,27E3-1,EW,WH,NH,27E3_WH,2024.33003693,27E3W
27E4_EH,2,W,27E4,27E4-2,EW,EH,NH,27E4_EH,2024.24728716,27E4E
27E4_WH,2,W,27E4,27E4-1,EW,WH,NH,27E4_WH,2028.53176216,27E4W
27E5_EH,2,W,27E5,27E5-2,EW,EH,NH,27E5_EH,2024.24652722,27E5E
27E5_WH,2,W,27E5,27E5-1,EW,WH,NH,27E5_WH,2024.24817176,27E5W
27E6_EH,2,W,27E6,27E6-2,EW,EH,NH,27E6_EH,2024.26003272,27E6E
27E6_WH,2,W,27E6,27E6-1,EW,WH,NH,27E6_WH,2024.24985876,27E6W
27E7_EH,2,W,27E7,27E7-2,EW,EH,NH,27E7_EH,1897.20214691,27E7E
27E7_WH,2,W,27E7,27E7-1,EW,WH,NH,27E7_WH,1963.89667444,27E7W
27E8_EH,2,W,27E8,27E8-2,EW,EH,NH,27E8_EH,209.270318586,27E8E
27E8_WH,2,W,27E8,27E8-1,EW,WH,NH,27E8_WH,1292.94550575,27E8W
27E9_EH,2,W,27E9,27E9-2,EW,EH,NH,27E9_EH,767.145858273,27E9E
27E9_WH,2,W,27E9,27E9-1,EW,WH,NH,27E9_WH,560.696939752,27E9W
27F0_WH,2,E,27F0,27F0-1,EW,WH,NH,27F0_WH,204.284073579,27F0W
28C1_EH,2,W,28C1,28C1-2,EW,EH,NH,28C1_EH,2003.98819486,28C1E
28C2_EH,2,W,28C2,28C2-2,EW,EH,NH,28C2_EH,2003.98823995,28C2E
28C2_WH,2,W,28C2,28C2-1,EW,WH,NH,28C2_WH,2003.98821882,28C2W
28C3_EH,2,W,28C3,28C3-2,EW,EH,NH,28C3_EH,2003.98827372,28C3E
28C3_WH,2,W,28C3,28C3-1,EW,WH,NH,28C3_WH,2003.98825825,28C3W
28C4_EH,2,W,28C4,28C4-2,EW,EH,NH,28C4_EH,2003.98829615,28C4E
28C4_WH,2,W,28C4,28C4-1,EW,WH,NH,28C4_WH,2003.98828635,28C4W
28C5_EH,2,W,28C5,28C5-2,EW,EH,NH,28C5_EH,2003.98830724,28C5E
28C5_WH,2,W,28C5,28C5-1,EW,WH,NH,28C5_WH,2003.98830311,28C5W
28C6_EH,2,W,28C6,28C6-2,EW,EH,NH,28C6_EH,2003.98830699,28C6E
28C6_WH,2,W,28C6,28C6-1,EW,WH,NH,28C6_WH,2003.98830853,28C6W
28C7_EH,2,W,28C7,28C7-2,EW,EH,NH,28C7_EH,2003.98829539,28C7E
28C7_WH,2,W,28C7,28C7-1,EW,WH,NH,28C7_WH,2003.98830261,28C7W
28C8_EH,2,W,28C8,28C8-2,EW,EH,NH,28C8_EH,2003.98827245,28C8E
28C8_WH,2,W,28C8,28C8-1,EW,WH,NH,28C8_WH,2003.98828534,28C8W
28C9_EH,2,W,28C9,28C9-2,EW,EH,NH,28C9_EH,2003.98823818,28C9E
28C9_WH,2,W,28C9,28C9-1,EW,WH,NH,28C9_WH,2003.98825673,28C9W
28D0_EH,2,W,28D0,28D0-2,EW,EH,NH,28D0_EH,2003.98819258,28D0E
28D0_WH,2,W,28D0,28D0-1,EW,WH,NH,28D0_WH,2003.98821679,28D0W
28D1_EH,2,W,28D1,28D1-2,EW,EH,NH,28D1_EH,2003.98813567,28D1E
28D1_WH,2,W,28D1,28D1-1,EW,WH,NH,28D1_WH,2003.98816554,28D1W
28D2_EH,2,W,28D2,28D2-2,EW,EH,NH,28D2_EH,2003.98806747,28D2E
28D2_WH,2,W,28D2,28D2-1,EW,WH,NH,28D2_WH,2003.98810298,28D2W
28D3_EH,2,W,28D3,28D3-2,EW,EH,NH,28D3_EH,2003.98798799,28D3E
28D3_WH,2,W,28D3,28D3-1,EW,WH,NH,28D3_WH,2003.98802914,28D3W
28D4_EH,2,W,28D4,28D4-2,EW,EH,NH,28D4_EH,2003.98789727,28D4E
28D4_WH,2,W,28D4,28D4-1,EW,WH,NH,28D4_WH,2003.98794404,28D4W
28D5_EH,2,W,28D5,28D5-2,EW,EH,NH,28D5_EH,2003.98779533,28D5E
28D5_WH,2,W,28D5,28D5-1,EW,WH,NH,28D5_WH,2003.9878477,28D5W
28D6_EH,2,W,28D6,28D6-2,EW,EH,NH,28D6_EH,2003.9876822,28D6E
28D6_WH,2,W,28D6,28D6-1,EW,WH,NH,28D6_WH,2003.98774016,28D6W
28D7_EH,2,W,28D7,28D7-2,EW,EH,NH,28D7_EH,2003.98755791,28D7E
28D7_WH,2,W,28D7,28D7-1,EW,WH,NH,28D7_WH,2003.98762145,28D7W
28D8_EH,2,W,28D8,28D8-2,EW,EH,NH,28D8_EH,2003.98742251,28D8E
28D8_WH,2,W,28D8,28D8-1,EW,WH,NH,28D8_WH,2003.9874916,28D8W
28D9_EH,2,W,28D9,28D9-2,EW,EH,NH,28D9_EH,2003.98727603,28D9E
28D9_WH,2,W,28D9,28D9-1,EW,WH,NH,28D9_WH,2003.98735065,28D9W
28E0_EH,2,W,28E0,28E0-2,EW,EH,NH,28E0_EH,2003.98711852,28E0E
28E0_WH,2,W,28E0,28E0-1,EW,WH,NH,28E0_WH,2003.98719865,28E0W
28E1_EH,2,W,28E1,28E1-2,EW,EH,NH,28E1_EH,2003.98695003,28E1E
28E1_WH,2,W,28E1,28E1-1,EW,WH,NH,28E1_WH,2003.98703565,28E1W
28E2_EH,2,W,28E2,28E2-2,EW,EH,NH,28E2_EH,2003.98677061,28E2E
28E2_WH,2,W,28E2,28E2-1,EW,WH,NH,28E2_WH,2003.98686168,28E2W
28E3_EH,2,W,28E3,28E3-2,EW,EH,NH,28E3_EH,1987.12220462,28E3E
28E3_WH,2,W,28E3,28E3-1,EW,WH,NH,28E3_WH,2003.98667681,28E3W
